"CO_NBM";"NO_NBM"
"6402300100";"BOTAS/BOTINAS,DE BORRACHA/PLASTICO,C/BIQ.PROTET.METAL"
"6403400100";"SAPATOS DE COURO NATURAL,C/BIQUEIRA PROTETORA DE METAL"
"6403510200";"CALCADOS DE COURO NATURAL,COBR.TORNOZELO,USO FEMININO"
"6405909900";"OUTS.CALCADOS DE OUT.MATERIA"
"6406990202";"SOLA EXTERIOR E SALTO,DE COBRE,P/CALCADOS"
"6406999901";"ARTEFATOS P/CALCADOS,DE ALUMINIO"
"6501009900";"ESBOCOS DE CHAPEU,N/ENFORMADOS,DE OUTS.FELTROS"
"6504000300";"CHAPEUS/ARTEFATOS ENTRANCADOS,DE MATERIA TEXTIL SINTET"
"6506100100";"CAPACETE/ETC.DE PROTECAO,DE PLASTICO E FIBRA DE VIDRO"
"6506910100";"TOUCAS DE BANHO,DE BORRACHA OU DE PLASTICO"
"6506920000";"CHAPEUS/ARTEFS.SEMELHS.DE PELETERIA NATURAL"
"9608910201";"PENAS/PONTAS,P/DESENHAR,COM METAL PRECIOSO"
"9608990203";"PONTA POROSA,P/CANETAS HIDROGRAFICAS"
"9609100200";"LAPIS-CERA"
"9610000000";"LOUSAS E QUADROS,P/ESCREVER OU DESENHAR"
"9612100200";"FITA DE PLASTICO,CORRETIVA,P/MAQ.DE ESCREVER"
"9614100000";"ESBOCOS DE CACHIMBO,DE MADEIRA OU DE RAIZ"
"9614900103";"PITEIRA DE QQ.MATERIA,COM METAL PRECIOSO"
"9615909999";"QQ.OUT.PINCA/BOBS/ETC.P/PENTEADOS,DE OUTS.MATERIAS"
"9616100100";"VAPORIZADOR DE TOUCADOR,DE METAL PRECIOSO/ORNAM.PEROLA"
"9701100000";"QUADRO/PINTURA/DESENHOS,FEITOS A MAO"
"9706009900";"OUTS.ESPECIMES,COM MAIS DE 100 ANOS,P/COLECAO"
"7103990602";"TURMALINA RUBELITA,TRABALHADA DE OUT.MODO"
"7103990605";"TURMALINA VERDELITA,TRABALHADA DE OUT.MODO"
"7103990899";"QQ.OUT.PEDRA DE GRANADA,TRABALHADA DE OUT.MODO"
"7104100200";"QUARTZO PIEZOELETRICO,LAPIDADO"
"7106920200";"PRATA EM TUBOS,BARRAS OCAS E SEMELHANTES"
"7106929900";"PRATA EM OUT.FORMA SEMIMANUFATURADA"
"7219900000";"OUTS.LAMINADOS PLANOS,DE ACO INOX.L>=6DM"
"7221009900";"OUTS.FIO-MAQUINAS DE ACO INOXIDAVEL"
"7222100100";"BARRA DE ACO INOX.LAMIN.A QUENTE,SECAO CIRCULAR"
"8448329906";"PARTES/ACESS.DE MAQUINAS/APARELHOS,P/CARBONIZAR LA"
"8448329907";"PARTES/ACESS.DE CARDAS,EXC.GUARNICOES DE CARDAS"
"8448390105";"PARTES/ACESS.DE FIADEIRAS DE MATERIA TEXTIL"
"8448410200";"LANCADEIRA DE MADEIRA,P/TEAR AUTOMATICO-TROCA-LANCADEIR"
"6815200000";"OBRAS DE TURFA"
"6902100199";"QQ.OUT.TIJOLO REFRATARIO,P/CONSTRUCAO,CONT>50% MG/CA/CR"
"6903100300";"TUBO DE GRAFITA/CARBONO/MISTURA(>50%),REFRATARIO"
"6903200200";"TAMPAS/TAMPOES,DE ALUMINA/SILICA(>50%),REFRATARIOS"
"6907100000";"LADRILHO/ETC.DE CERAMICA,N/VIDRADO,N/ESMALTADO,LADO<7CM"
"6909900000";"ALGUIDAR/VASILHA/ETC.DE CERAMICA P/USO RURAL/TRANSPORTE"
"6913900100";"ESTATUETAS/OBJETOS DE ORNAMENTACAO,DE FAIANCA"
"6914100000";"OUTS.OBRAS DE PORCELANA"
"7001000200";"BLOCO/LINGOTE/ETC.DE VIDRO EXC.OPTICO"
"5701900201";"TAPETES DE MATERIA TEXTIL,FEITOS A MAQUINA"
"5703100000";"TAPETES/OUT.REVESTIMENTO,P/PAVIMENTOS,DE LA/PELOS FINOS"
"5704900101";"OUTS.TAPETES DE FELTRO,N/TRAB.IMPREGNADOS/REVESTIDOS"
"5801219900";"VELUDO/PELUCIA,DE ALGODAO,TRAMA,N/CORTADO,S/OUT.MATERIA"
"5801310200";"VELUDO/PELUCIA,DE FIBRA TEXT.TRAMA,N/CORT.C/OUT.MATERIA"
"5801350200";"VELUDO/ETC.DE FIBRA TEXT.URDIDURA,CORTADO,C/OUT.MATERIA"
"5801359900";"VELUDO/ETC.DE FIBRA TEXT.URDIDURA,CORTADO,S/OUT.MATERIA"
"5801360100";"TECIDO DE FROCO DE FIBRA SINT/ARTIF.IMPREGN.C/BORRACHA"
"7222209900";"OUTS.BARRAS DE ACO INOX.OBTIDAS A FRIO"
"7224100100";"LIGAS DE ACO EM LINGOTES"
"7224909900";"OUTS.SEMIMANUF.DE OUTS.LIGAS DE ACO"
"7225200000";"LAMINADO PLANO,LIGA DE ACO DE CORTE RAPIDO,L>=6DM"
"7225500000";"LAMINADO PLANO,LIGA DE ACO,A FRIO,L>=6DM"
"5403499900";"FIO DE OUT.FILAMENTO ARTIFICIAL,RETORCIDO"
"5404100299";"QQ.OUT.MONOFILAMENTO DE POLIESTER,DEC>=67"
"5404109901";"IMITACOES DE CATEGUTE,DE OUT.MONOFILAMENTO SINTETICO"
"5407530200";"TECIDO DE FILAM.POLIEST.TEXTUR.COLORIDO,C/FIO BORRACHA"
"5407730200";"OUTS.TECIDOS DE FILAM.SINT>85%,COLORIDOS,C/FIO BORRACHA"
"5407820100";"TECIDO DE FILAM.SINT.C/ALGODAO,TINTO,S/FIO DE BORRACHA"
"5407910200";"OUTS.TECIDOS DE FILAM.SINT<85%,CRU/BRANQ.C/FIO BORRACHA"
"7201100100";"FERRO GUSA,N/LIGADO,PESO<=0.5% DE FOSFORO"
"7201200100";"FERRO GUSA,N/LIGADO,PESO>0.5% DE FOSFORO"
"7201300100";"LIGAS DE FERRO GUSA"
"7202110000";"LIGAS DE FERRO-MANGANES,PESO>2% DE CARBONO"
"8448490200";"PARTES/ACESS.DE MAQS/APARS.AUXILIAR.P/TEARES DE TECIDOS"
"9606299900";"OUTS.BOTOES"
"9608100100";"CANETA ESFEROGRAFICA COM METAL PRECIOSO"
"9608200100";"CANETA/MARCADOR,C/PONTA FELTRO/POROSA,C/METAL PRECIOSO"
"8414900403";"BLOCOS/CILINDROS/CABECOTES/ETC.P/COMPRESSORES DE GASES"
"8414900406";"SEPARADOR DE AR E OLEO,P/COMPRESSORES DE GASES"
"8415909900";"PARTES DE MAQS/APARS.DE AR CONDICIONADO,P/OUT.USO"
"8417200000";"FORNOS DE PADARIA/PASTELARIA/IND.DE BISCOITOS,N/ELETRS."
"8418300000";"CONGELADOR (FREEZER) HORIZONTAL,CAP<=800L"
"8540890200";"VALVULAS RETIFICADORAS P/APARS.DE SOM/RADIO/TELEVISAO"
"8540890400";"VALVULAS REGULADORAS DE TENSAO/INTENSIDADE"
"8540899900";"OUTS.LAMPADAS/TUBOS E VALVULAS"
"8541109900";"DIODOS NAO MONTADOS,EXC.EM PASTILHAS/LAMINAS"
"8704219900";"OUTS.VEICULO P/TRANSP.MERCAD.C/MOTOR,IGN.COMPRESS.C<=5T"
"8704329900";"OUTS.VEICULOS P/TRANSP.MERCAD.C/MOTOR,IGN.P/FAISCA,C>5T"
"8705300000";"VEICULOS AUTOMOVEIS,P/COMBATE A INCENDIO"
"8705909900";"VEICULOS AUTOMOVEIS,P/VARRER/ESPALHAR/AUTO-SOCORRO/ETC."
"8707900102";"CABINAS PARA CAMINHOES"
"8707900200";"CARROCARIAS/CABINAS,P/ONIBUS/MICROONIBUS"
"8708290500";"PROTETOR DE JANELAS/PORTAS/VISTAS,P/AUTOMOVEIS/ETC."
"8708299900";"OUTS.PARTES/ACESS.P/CARROCARIA DE AUTOMOVEIS/ONIBUS/ETC"
"8708399900";"OUTS.PARTES DE FREIOS/SERVO-FREIOS,P/AUTOMOVEIS/ETC."
"8708600000";"OUTS.EIXOS E SUAS PARTES,P/AUTOMOVEIS/ONIBUS/ETC."
"5403200301";"FIO DE RAIOM DE VISCOSE,ALVEJADO,TEXTURIZADO,TINTO"
"5403390201";"FIO DE RAIOM CUPROAMONIACAL,SIMPLES,TINTO"
"7216600200";"PERFIS DE FERRO/ACO,OBTIDOS A FRIO,80MM<=H<=200MM"
"7218109900";"ACO INOXIDAVEL,EM OUT.FORMA PRIMARIA"
"7218900100";"PLACAS SEMIMANUFATURADAS DE ACOS INOXIDAVEIS"
"7219130000";"LAMINADO PLANO,ACO INOX.A QUENTE,ROLOS,L>=6DM,E<=4.75MM"
"7219140000";"LAMINADO PLANO,ACO INOX.A QUENTE,ROLOS,L>=6DM,E<3MM"
"7219249900";"LAMINADO PLANO,ACO INOX.A QUENTE,L>=6DM,E<3MM,P/OUT.USO"
"7219320000";"LAMINADO PLANO,ACO INOX.A FRIO,L>=6DM,3MM<=E<4.75MM"
"3926901100";"DEDEIRAS E PALHETAS PARA INSTRUMENTOS MUSICAIS"
"4001100000";"BORRACHA NATURAL,MESMO PRE-VULCANIZADA,EM LATEX"
"4002110200";"BORRACHA DE ESTIRENO-BUTADIENO-CARBOXILICO,EM LATEX"
"4002310100";"BORRACHA DE ISOBUTENO-ISOPRENO,EM CHAPAS/FLS/ETC."
"4002410000";"BORRACHA DE CLOROPRENO (CLOROBUTADIENO),EM LATEX"
"4006900000";"BORRACHA N/VULCANIZADA,EM OUTS.FORMAS OU ARTIGOS"
"4007000000";"FIO E CORDA,DE BORRACHA VULCANIZADA"
"4813200000";"PAPEL P/CIGARROS,EM ROLOS DE LARGURA<=5CM"
"4818900000";"LENCOIS/OUTS.ARTEFS.DOMESTICOS/TOUCADOR/ETC.DE PAPEL"
"4819200200";"CARTONAGENS DOBRAV.DE PAPEL/CARTAO,N/ONDUL."
"4819509901";"RECIPIENTE DE PAPEL/CARTAO,C/TAMPA/FUNDO METAL,CAP<=20L"
"4820100299";"QQ.OUT.BLOCO DE PAPEL,P/CARTAS,S/ESCRITA IMPRESSA"
"4820109900";"BLOCOS DE PAPEL,P/NOTAS/ENCOMENDAS/RECIBOS/APONTAMENTOS"
"4820200199";"QQ.OUT.CADERNO ESCOLAR"
"4823400100";"PAPEL-DIAGRAMA,P/ELETROCARDIOGRAFO,EM BOBINA/FLS/DISCOS"
"4823510201";"PAPEL DE CARTA,EM FOLHAS SOLTAS,C/DIZERES IMPRESSOS"
"2918160400";"GLUCONATO DE MAGNESIO"
"2918190500";"ACIDO MALICO"
"2918220200";"SAIS/ESTER DE ACIDO O-ACETILSALICILICO"
"2918290302";"METIL E PROPILPARABENO"
"2918290600";"ACIDO HIDROXIANTRACENICO CARBOXILICO"
"2918300102";"DEIDROCOLATO DE SODIO"
"2918300900";"ACETILACETATO DE 2-NITROMETILBENZILIDENO"
"2918900399";"QQ.OUT.SAL DE ACIDO METILCLOROFENOXIACETICO"
"2918900700";"ACIFLUORFEN SODICO (ACIDO CARBOXILICO)"
"2918901201";"ACIDO LACTOBIONICO"
"2918901300";"NAPROXENO E SEUS SAIS"
"2918901500";"CLORETO DE 3,4,5-TRIMETOXIBENZOILA"
"2919000102";"GLICEROFOSFATO DE CALCIO"
"2920900603";"NITRATO DE AMILA (ETER AMILNITRICO)"
"2920900699";"QQ.OUT.ESTER DE ACIDO NITRICO"
"2920909900";"OUTS.ESTERES DE OUTS.ACIDOS INORGANICOS/SEUS SAIS/ETC."
"2921120000";"DIETILAMINA E SEUS SAIS"
"2921190102";"2-BROMOETILAMINA"
"3905900100";"POLIVINILBUTIRALM EM FORMA PRIMARIA"
"3906900200";"OUTS.POLIMER.ACRILICOS,P/ODONTOL.50/400MESHES DE GRANUL"
"3907200200";"POLIOXIFENILENO,C/CARGA,EM FORMA PRIMARIA"
"3909400100";"FENOL-FORMALDEIDO,EM FORMA PRIMARIA (RESINA)"
"3912110100";"ACETATO DE CELULOSE,N/PLASTIFICADO,C/ADICAO DE CARGA/"
"3912200201";"ALGODAO POLVORA (NITRATO DE CELULOSE S/CARGA/OUT.MATER."
"3912390100";"BENZILCELULOSE EM FORMA PRIMARIA"
"3913900499";"QQ.OUT.DERIVADO QUIM.DA BORRACHA NATURAL,FORMA PRIMARIA"
"3915909900";"DESPERDICIOS/RESIDUOS/ETC.DE OUTS.PLASTICOS"
"0307210000";"VIEIRAS/OUTS.MARISCOS VIVOS,FRESCOS/REFRIGERADOS"
"0307490100";"CALAMAR OU LULA,CONGELADOS"
"0307990102";"MIUDOS COMESTIV.DE INVERTEBRADOS AQUATICOS,SECOS/ETC."
"0401100000";"LEITE/CREME DE LEITE,N/CONCENTRADO,N/ADOCICADO,GORD<=1%"
"0402290102";"LEITE EM PO DESNATURADO,GORDURA< 26%,ADOCICADO"
"0406100200";"QUEIJOS FRESCOS,TIPO MINAS"
"0406409900";"QUEIJOS DE PASTA MOFADA (AZUL),EXC.TIPO GORGONZOLA"
"0406901000";"QUEIJOS TIPO MUSSARELA"
"0410000000";"OUTS.PRODS.COMESTIVEIS DE ORIGEM ANIMAL"
"0503000101";"CRINAS EM BRUTO"
"0504000103";"TRIPAS DE BOVINO,SECAS"
"0505900100";"PENAS E PARTES DE PENAS (MESMO APARADAS)"
"0505909900";"OUTS.PELES/PARTES DE AVES,POS/DESPERDICIOS DE PENAS"
"1904100100";"ARROZ INFLADO,DA EXPANSAO OU TORREFACAO"
"1905909999";"QQ.OUT.PROD.DE PADARIA/PASTELARIA/INDUSTRIA DA BOLACHA/"
"2001900100";"AZEITONAS PREPARADAS/CONSERVADAS,EM VINAGRE/AC.ACETICO"
"2002909901";"OUTS.TOMATES CONGELADOS,COZIDOS,EXC.EM AGUA/VAPOR"
"2004900205";"BETERRABAS CONGELADAS,NAO COZIDAS"
"2005300000";"CHUCRUTES PREPARS/CONSERVS.EXC.VINAGRE/ETC.N/CONGELADOS"
"2005400000";"ERVILHAS PREPARS/CONSERVS.EXC.VINAGRE/ETC.N/CONGELADAS"
"2005900400";"CEBOLA/CHALOTA,PREPARS/CONSERVS.EXC.VINAGRE/ETC.N/CONG."
"2005900600";"COUVES PREPARS/CONSERVS.EXC.VINAGRE/ETC.N/CONGELADAS"
"2007910100";"""MARMELADES"" DE CITRICOS"
"2007990101";"""MARMELADES"" DE ABACAXI (ANANAS)"
"2007990302";"DOCES,PURES E PASTAS,DE ABOBORA"
"2007990303";"DOCES,PURES E PASTAS,DE FIGO"
"2008110100";"AMENDOIM TORRADO"
"2008190202";"CASTANHA DE CAJU,COZIDA,EXC.EM AGUA/VAPOR"
"3801309900";"PASTAS SEMELHS.CARBONADAS P/REVESTIM.INTERIOR DE FORNOS"
"3802900101";"PERLITA ATIVADA"
"3802900103";"BENTONITA EXCETO A DESCORANTE"
"3802900104";"OUTS.ARGILAS/TERRAS ATIVADAS"
"3806900101";"ACIDO RESINICO DE ""TALL-OIL"""
"3808909902";"RODENTICIDAS EM ISCAS TOXICAS"
"3809910300";"PREPARACAO IGNIFUGA/IMPERMEABILIZANTE,P/IND.TEXTIL"
"3809990200";"APRESTOS DE SUBSTANCIA MUCILAGINOSA/ETC.P/IND.DO COURO/"
"3811190000";"OUTS.PREPARS.ANTIDETONANTES"
"3812300200";"PREPAR.ANTIOXID.DE 2,2,4-TRIMETIL-1,2-DIIDROQUINOLINA"
"0000100000";"ENCOMENDAS"
"0303490000";"OUTS.ATUNS/BONITOS,CONGELADOS,EXC.FILE/FIGADO/OVAS/ETC."
"0303790300";"PARGO-ROSA CONGELADO,EXC.FILE/FIGADO/OVAS/SEMEN"
"0303790400";"PESCADA CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN"
"0303790600";"TAMUATA CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN"
"0304200600";"FILES DE PIRAMUTABA,CONGELADOS"
"0304900100";"OUTS.CARNES DE CORVINA,FRESCAS/REFRIGERADAS/CONGELADAS"
"0304900600";"OUTS.CARNES DE PIRAMUTABA,FRESCAS/REFRIG/CONGELADAS"
"0305510000";"BACALHAUS SECOS,MESMO SALGADOS,NAO DEFUMADOS"
"0305599901";"BARBATANAS DE TUBARAO,SECAS,MESMO SALGADAS,N/DEFUMADAS"
"0305599999";"QQ.OUT.PEIXE SECO,MESMO SALGADO,MAS N/DEFUMADO"
"0305629900";"OUTS.BACALHAUS SALGADOS,N/SECOS,N/DEFUMADOS,E SALMOURA"
"0305690401";"BARBATANAS DE TUBARAO,SALGADAS,N/SECAS,N/DEFUM.SALMOURA"
"0305690499";"QQ.OUT.TUBARAO SALGADO,N/SECO,N/DEFUMADO,E EM SALMOURA"
"0306130000";"CAMAROES CONGELADOS"
"0306219900";"OUTS.LAGOSTAS,NAO CONGELADAS"
"0306290101";"FARINHAS DE CRUSTACEOS,P/ALIMENTACAO HUMANA"
"2715000200";"EMULSOES DE ASFALTO OU BETUME"
"2799999900";"PETROLEO - PETROBRAS / PRELIMINAR"
"2801300100";"FLUOR"
"2803000199";"QQ.OUT.NEGRO DE CARBONO"
"2804400000";"OXIGENIO"
"2804500000";"BORO E TELURIO"
"2804700200";"FOSFORO VERMELHO OU AMORFO"
"2805220100";"ESTRONCIO - METAL ALCALINO TERROSO"
"2806100100";"CLORETO DE HIDROGENIO GASOSO/LIQUEFEITO (AC.CLORIDRICO)"
"2806200000";"ACIDO CLOROSSULFURICO"
"2809200102";"ACIDO FOSFORICO EM GRAU ALIMENTICIO (ORTOFOSFORICO)"
"2811110100";"FLUORETO DE HIDROGENIO ANIDRO (ACIDO FLUORIDRICO)"
"2811190800";"ACIDO DE NITROGENIO,INORGANICO"
"2811229900";"OUTS.DIOXIDOS DE SILICIO"
"2812100201";"MONOCLORETO DE ENXOFRE"
"2812100202";"CLORETO DE TIONILA"
"2812900200";"BROMETO DE NITROSILA"
"2813909900";"OUTS.SULFETOS DE ELEMENTOS NAO METALICOS"
"2912490400";"ALDEIDO ANISICO"
"2912499900";"OUTS.ALDEIDOS-ETERES/FENOIS E C/OUT.FUNCAO OXIGENADA"
"2914230300";"IRONA"
"2914300400";"BENZOFENONA"
"2914300700";"METILNAFTILCETONA"
"2914509900";"OUTS.CETONAS-FENOIS/ETC.C/OUT.FUNCAO OXIGENADA"
"2914691000";"CRISAROBINA."
"2914701300";"P-CLOROBENZOFENONA"
"2914701600";"BROMOMETILETILCETONA"
"2914701800";"BROMOTRINITROACETOFENONA"
"2914709900";"OUTS.DERIVADOS HALOGENADOS/ETC.DAS CETONAS/QUINONAS"
"2915129900";"OUTS.SAIS DE ACIDO FORMICO"
"2915230000";"ACETATO DE COBALTO"
"2915290000";"OUTS.SAIS DE ACIDO ACETICO"
"2915330000";"ACETATO DE N-BUTILA"
"2915340000";"ACETATO DE ISOBUTILA"
"2915350000";"ACETATO DE 2-ETOXIETILA"
"2915390100";"ACETATO DE AMILA OU DE ISOAMILA"
"2915391100";"ACETATO DE NONANEDIOL"
"2915391300";"ACETATO DE MENTANILA"
"2915392400";"ACETATO DE ESTILBESTROL"
"0511910102";"OVAS DE PEIXES,FECUNDADAS PARA REPRODUCAO"
"0511910104";"OVAS DE PEIXES,FECUNDADAS PARA REPRODUCAO"
"0511990700";"APARAS/DESPERDS.DE PELES NAO CURTIDAS"
"0602100100";"ESTACAS NAO ENRAIZADAS/ENXERTOS,DE DRACENA"
"0602910000";"MICELIOS DE COGUMELOS"
"0604910000";"FOLHAS/FOLHAGEM/RAMOS,FRESCOS,P/BUQUES/ORNAMENTACAO"
"0704200000";"COUVE-DE-BRUXELAS,FRESCA OU REFRIGERADA"
"0705210000";"CHICORIA FRESCA/REFRIGERADA,""WITLOOF"""
"0708200000";"FEIJAO (VIGNA/PHASEOLUS SPP) FRESCO/REFRIGERADO"
"2008190402";"MISTURA DE FRUTAS DE CASCA RIJA/AMENDOIM/ETC.EM ALCOOL"
"2008309900";"CITRICOS PREPARADOS/CONSERVADOS DE OUTRO MODO"
"2008609900";"CEREJAS PREPARADAS/CONSERVADAS DE OUTRO MODO"
"2008700100";"PESSEGOS COZIDOS EXCETO EM AGUA OU VAPOR"
"2008700200";"PESSEGOS CONSERVADOS EM CALDA"
"2008800100";"MORANGOS COZIDOS EXCETO EM AGUA OU VAPOR"
"2008910000";"PALMITOS PREPARADOS/CONSERVADOS DE OUT.MODO"
"2008920200";"MISTURA DE FRUTA CONSERVADA EM ALCOOL"
"2008990105";"GINJAS CONSERVADAS EM CALDA"
"2008990299";"QQ.OUT.FRUTA/PARTES DE PLANTAS,PREPARADA/ETC.EM ALCOOL"
"2009200000";"SUCOS DE POMELOS (""GRAPEFRUIT"")"
"2009800106";"SUCOS DE PESSEGOS"
"2009800199";"QQ.OUT.SUCO DE OUTS.FRUTAS"
"2102200101";"LEVEDURAS TIPO SACCHAROMYCES BOULARDI,MORTAS"
"2103100000";"MOLHOS DE SOJA"
"2103900101";"MOLHOS PREPARADOS,DE MAIONESE"
"2104100200";"CALDOS E SOPAS PREPARADOS"
"2106900103";"PREPAR.COMPOSTA CONTENDO SUCO DE FRUTAS"
"2106900199";"QQ.OUT.PREPAR.COMPOSTA,N/ALCOOLICA,P/ELABORACAO BEBIDAS"
"2106900800";"POS P/PREPARACAO DE PUDINS/CREMES/SORVETES/GELEIAS/ETC."
"3701100300";"CHAPAS/FILMES P/RAIO X,SENSIB.2FACES,P/USO INDAL."
"3702100399";"QQ.OUT.FILME P/RAIOS X,SENSIB.1 FACE,ROLOS,P/USO MEDICO"
"3702559900";"FILME P/FOTO POLICROM.16<L<35MM,ROLO>30M"
"3706900200";"FILME CINEMATOGRAF.APENAS C/GRAVACAO DE SOM,L< 35MM"
"0204220000";"OUTS.CARNES DE OVINO,NAO DESOSSADAS,FRESCAS OU REFRIGER"
"0204430000";"CARNES DE OVINO,DESOSSADAS,CONGELADAS"
"0204500100";"CARNES DE CAPRINO,FRESCAS OU REFRIGERADAS"
"0206100600";"RIM DE BOVINO,FRESCO OU REFRIGERADO"
"0206210000";"LINGUAS DE BOVINO,CONGELADAS"
"0206220000";"FIGADOS DE BOVINO,CONGELADOS"
"0207100100";"CARNES DE GALOS,FRANGOS,GALINHAS,INTEIRAS,FRESCA,REFRIG"
"0208100000";"CARNES DE COELHOS OU LEBRES,FRESCAS,REFRIGERADAS,CONGEL"
"0209000101";"TOUCINHO SEM PARTES MAGRAS,FRESCO,REFRIGERADO,CONGELADO"
"0210119900";"OUTS.PERNAS,PAS,PEDACOS,DE SUINO,COM OSSOS,SALGADOS,ETC"
"0210129900";"OUTS.BARRIGAS,PEITOS,DE SUINO,SEM OSSOS,SALGADOS,ETC."
"0210200100";"CHARQUE (CARNE SECA) E CARNE DE SOL,DE BOVINO"
"0302220000";"SOLHAS OU PATRUCAS,FRESCAS,REFRIGERADAS,EXC.FILES,ETC."
"0302310000";"ATUNS-BRANCOS FRESCOS OU REFRIGERADOS,EXC.FILES,ETC."
"0302320000";"ALBACORAS FRESCAS OU REFRIGERADAS,EXC.FILES,OUTS.CARNES"
"2616909900";"OUTS.MINERIOS DE METAIS PRECIOSOS E SEUS CONCENTRADOS"
"2617900300";"MINERIOS DE MERCURIO E SEUS CONCENTRADOS"
"2620500000";"CINZAS/RESIDUOS CONTENDO VANADIO"
"2707600000";"FENOL (PROD.DA DESTILACAO DO ALCATRAO DE HULHA)"
"2707990200";"CRESOIS (PROD.DA DESTILACAO DO ALCATRAO DE HULHA)"
"2707990300";"XILENOIS (PROD.DA DESTILACAO DO ALCATRAO DE HULHA)"
"2710000202";"OLEO LUBRIFICANTE,EMBALADO"
"2710000399";"QQ.OUT.GASOLINA"
"2710000699";"QQ.OUT.MISTURA DE ALQUILIDENOS"
"2710009903";"HEXANO COMERCIAL"
"2711199900";"OUTS.GASES DE PETROLEO,LIQUEFEITOS"
"2711299900";"OUTS.GASES DE PETROLEO/HIDROCARBONETOS,GASOSOS"
"2712100000";"VASELINA"
"2712900300";"CERAS MINERAIS BRUTAS (OZOCERITE)"
"2712900400";"CERAS MINERAIS REFINADAS (CERESINA)"
"2712909900";"OUTS.CERAS DE PETROLEO/MINERAIS OBTIDOS POR SINTESE/ETC"
"2713110000";"COQUE DE PETROLEO,NAO CALCINADO"
"2713120000";"COQUE DE PETROLEO,CALCINADO"
"2713200000";"BETUMES DE PETROLEO"
"2713900000";"OUTS.RESIDUOS DO OLEO DE PETROLEO/MINERAL BETUMINOSO"
"2908900899";"QQ.OUT.SAL DO ACIDO PICRICO (TRINITROFENOL)"
"2908909900";"OUTS.DERIVADOS NITRADOS/ETC.DOS FENOIS/FENOIS-ALCOOIS"
"2909190100";"ETER METIL-TERC-BUTILICO (MBTE)"
"2909191500";"ETER DICLOROMETILICO"
"2909200000";"ETER CICLANICO,CICLENICO,CICLOTERPENICO E DERIVADOS"
"2909300100";"ANETOL"
"2909301000";"ETER METILICO DO METACRESOL/BUTILMETACRESOL"
"2909301600";"FENETOL"
"2909301900";"OXIFLUORFENO"
"2909490100";"GUAIAFENESINA (GLICERILGUAIACOL)"
"2909490800";"ALCOOL 3,4,5-TRIMETOXIBENZILICO"
"2909600300";"HIDROPEROXIDO DE ETILA"
"2909609900";"OUTS.PEROXIDOS DE ALCOOIS/DE ETERES/DE CETONAS E DERIVS"
"2910900100";"OXIDO DE ESTIRENO"
"2912110000";"METANAL (FORMALDEIDO)"
"2912190300";"ACROLEINA"
"2912190600";"ALDEIDO CROTONICO"
"2912191300";"ALDEIDO MALONICO"
"2912210000";"BENZALDEIDO (ALDEIDO BENZOICO)"
"2912290105";"ALDEIDO P-TERC-BUTIL-ALFA-METILIDROCINAMICO"
"2912300100";"HIDROXICITRONELAL"
"5107100202";"FIO DE LA PENTEADA>=85%,RETORC.CABO=2,TIT.INGL>2/48'S"
"5107200201";"FIO DE LA PENTEADA<85%,RETORC.CABO=2,TIT.INGL<=2/48'S"
"5109900100";"FIO DE LA (LA< 85%),PARA VENDA A RETALHO"
"5111300100";"TECIDO DE LA CARDADA C/FIBRA SINTET/ARTIF.DESCONTINUA"
"5112300100";"TECIDO DE LA PENTEADA C/FIBRA SINTET/ARTIF.DESCONTINUA"
"5205229900";"OUTS.FIOS ALGODAO>=85%,SIMPLES,FIBRA PENT.D>=232.56"
"5205239900";"OUTS.FIOS ALGODAO>=85%,SIMPLES,FIBRA PENT.D>=192.31"
"5206129900";"OUTS.FIOS ALGODAO<85%,FIBRA N/PENT.D>=232.56"
"5206139900";"OUTS.FIOS ALGODAO<85%,FIBRA N/PENT.D>=192.31"
"2306900201";"FARELO DE TUCUM,DA EXTRACAO DA GORDURA/OLEO"
"2306900401";"FARELO DE RICINO (MAMONA),DA EXTRACAO DA GORDURA/OLEO"
"2306900499";"QQ.OUT.RESIDUO SOLIDO DA EXTR.DA GORDURA/OLEO DE RICINO"
"2309100100";"BOLACHAS E BISCOITOS,P/ALIMENTACAO DE CAES E GATOS"
"2309900100";"PREPARACOES FORRAGEIRAS C/MELACO/ETC.P/ALIM.DE ANIMAIS"
"2309900499";"QQ.OUT.PREPAR.P/FABR.DE ALIMENTACAO COMPLEM.DE ANIMAIS"
"2401100100";"FUMO N/DESTALADO,P/CAPA DE CHARUTO (CAPEIRO)"
"2401200100";"FUMO DESTALADO,P/CAPA DE CHARUTO (CAPEIRO)"
"2401209901";"FUMO DESTALADO,CURADO EM ESTUFA,""VIRGINIA"""
"2402100100";"CHARUTOS DE FUMO (TABACO)"
"2501000199";"QQ.OUT.SAL"
"2501000201";"CLORETO DE SODIO PURO,C/TEOR MINIMO DE 99,5% NACL"
"2503109900";"OUTS.ENXOFRES EM BRUTOS E NAO REFINADOS"
"2504900000";"GRAFITA NATURAL EXCETO EM PO OU EM ESCAMAS"
"2505900000";"OUTS.AREIAS NATURAIS,MESMO CORADAS,EXC.AS METALIFERAS"
"2506100199";"QQ.OUT.QUARTZO S/PROPRIEDADE PIEZOELETRICA"
